"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.0486608063912951,0.0361093251627061,0.081601550316338,0.128738657179292,0.220289529162774,"Snake River - fall Chinook salmon","Snake River fall Chinook"
