"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Asotin Creek - spring Chinook salmon",1992,0.220781067184809,0.692278343275175,1.13612882864049,1.80935070892244,4.0404848044047,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1993,0.345144220496576,0.882948410892123,1.36008994052933,2.0146314148192,4.21094844517909,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",1994,0.156690390580442,0.40464136750587,0.617656482846455,0.925740955067325,1.98920373131867,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1995,0.0884485491330506,0.247426644724793,0.400681758382195,0.588884672389903,1.34076277533379,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1996,0.157140917364894,0.409959580642456,0.61544072290106,0.919626928018468,1.9741883142125,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1997,0.203536945073942,0.480801747857993,0.70569026819661,1.03902498680831,2.18229046150065,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",1998,0.129279267668259,0.344995985222419,0.531933657760397,0.781662000662889,1.67692477173502,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1999,0.0662251582933608,0.225516441715867,0.40824208135878,0.700110935976956,1.71997924061146,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",2000,0.403627879514623,0.948489680028807,1.38918308711979,2.0597522063562,4.35997906786449,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2001,2.99481297593322,5.59171450781826,7.43624958116761,9.79875407078952,16.0474050437016,"Snake River spring and summer Chinook",9
"Asotin Creek - spring Chinook salmon",2002,3.10038988658548,5.26882971707808,6.86566126426297,8.75926846748859,14.6627713790524,"Snake River spring and summer Chinook",9
"Asotin Creek - spring Chinook salmon",2003,2.47167568260258,4.51875122933719,5.98684501502071,8.0670914455939,14.2432943131484,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2004,4.47589709573664,8.57440243783171,12.455167814922,17.5721609677303,30.7997967879566,"Snake River spring and summer Chinook",29
"Asotin Creek - spring Chinook salmon",2005,3.38605978314622,5.94616334861206,7.80550544128616,10.3271860590936,18.9387309124369,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2006,4.29912271215489,8.2789418693589,11.4152790045755,15.4468296516298,25.7751262965546,"Snake River spring and summer Chinook",24
"Asotin Creek - spring Chinook salmon",2007,3.8570343392167,6.33107333799777,8.23811636495616,10.8875323378125,19.0708648553636,"Snake River spring and summer Chinook",7
"Asotin Creek - spring Chinook salmon",2008,6.27789847467377,10.1053403278243,12.7095372240775,16.3576697412117,25.8985046687397,"Snake River spring and summer Chinook",13
"Asotin Creek - spring Chinook salmon",2009,7.06560691454427,11.3125757583908,14.0989100083864,17.9691068169218,28.4732225230826,"Snake River spring and summer Chinook",13
"Asotin Creek - spring Chinook salmon",2010,6.84138071623977,11.547210164459,14.5896332637421,18.1805627462102,30.0635492477791,"Snake River spring and summer Chinook",11
"Asotin Creek - spring Chinook salmon",2011,9.02392411083867,16.9563805152127,22.3542841759127,28.943184442383,44.2864197711669,"Snake River spring and summer Chinook",35
"Asotin Creek - spring Chinook salmon",2012,5.30978546222723,9.45400149132329,12.4215597411664,16.1120943152981,27.6918516493844,"Snake River spring and summer Chinook",18
"Asotin Creek - spring Chinook salmon",2013,1.77391506015128,3.35566655881936,4.54609558206762,5.97363471838258,10.4847823919193,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2014,1.12013298640848,2.38116217538542,3.34046934140123,4.55987385916285,8.10125151014791,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2015,0.693350302504495,1.65065282547688,2.39718418453841,3.44588885581558,6.6659721187034,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",2016,0.75987425643442,1.81873588092203,2.6212046738465,3.72036175835042,7.41877224951436,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2017,0.263462512551374,0.953783706223742,1.67074441172506,2.84960694542537,10.2011682552041,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2018,0.1190775478697,0.552056882356507,1.16105693945899,2.34434364519484,11.1434971891844,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2019,0.04709233271989,0.317960531966429,0.746106496816676,1.7782065601823,9.92656668602516,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2020,0.0466075897597247,0.371036082864104,0.900641130379026,2.13156478812315,16.3033856583421,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2021,0.0546727613300574,0.440995623140603,1.13143479535217,2.97467318061678,25.9191246840834,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2022,0.0493651342847173,0.494662275296109,1.34402325029848,3.84043277122609,43.8663062191137,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2023,0.0214231561064714,0.263966546154869,0.8452657192984,2.59727413891005,27.4543526327423,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2024,0.0160406949047351,0.236357438916796,0.812581921240123,2.79927703659145,35.8500047197533,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2025,0.011582092992715,0.206202870669404,0.778474709324182,2.84014857978149,46.2976811938154,"Snake River spring and summer Chinook",NA
"Tucannon River - spring Chinook salmon",1992,109.111350455795,208.103538077255,268.354294110101,335.927568531683,534.167995796064,"Snake River spring and summer Chinook",305
"Tucannon River - spring Chinook salmon",1993,108.507397956528,183.071616940501,227.474644280962,278.355663435896,438.191594933517,"Snake River spring and summer Chinook",245
"Tucannon River - spring Chinook salmon",1994,46.8135325698271,79.0828108175896,97.6382594049414,118.704800735954,187.146253012172,"Snake River spring and summer Chinook",97
"Tucannon River - spring Chinook salmon",1995,21.3170360564496,36.157902362968,48.908764633683,66.5446075954282,125.982794223664,"Snake River spring and summer Chinook",27
"Tucannon River - spring Chinook salmon",1996,34.6633710229139,62.3835628482923,81.1479248244112,102.42599402722,153.01147793727,"Snake River spring and summer Chinook",117
"Tucannon River - spring Chinook salmon",1997,32.6770173568658,53.0871763481274,65.8735292396975,81.4564582108075,131.562667399206,"Snake River spring and summer Chinook",68
"Tucannon River - spring Chinook salmon",1998,18.3000489097201,31.3815517512934,40.332544932288,50.3728558496259,81.7302421306203,"Snake River spring and summer Chinook",44
"Tucannon River - spring Chinook salmon",1999,5.32491428592681,12.9184992811783,21.799982436785,36.5168893929467,84.6720821335276,"Snake River spring and summer Chinook",4
"Tucannon River - spring Chinook salmon",2000,28.0457237714784,52.348854281242,67.236899620986,86.658506976841,171.43883675274,"Snake River spring and summer Chinook",62
"Tucannon River - spring Chinook salmon",2001,127.432681608375,264.952405388431,371.577424898262,490.589794565185,739.787093410251,"Snake River spring and summer Chinook",616
"Tucannon River - spring Chinook salmon",2002,132.093871931637,209.96223514677,256.724836270488,316.292454045545,494.357615938157,"Snake River spring and summer Chinook",224
"Tucannon River - spring Chinook salmon",2003,111.132733224581,186.376994497107,226.993244088551,275.67027626419,420.416818329229,"Snake River spring and summer Chinook",244
"Tucannon River - spring Chinook salmon",2004,152.811337156559,241.908324812667,296.376486667982,365.727198763972,591.92526079549,"Snake River spring and summer Chinook",286
"Tucannon River - spring Chinook salmon",2005,109.290928345084,167.118900475982,202.416117639826,245.091259712979,380.53353685303,"Snake River spring and summer Chinook",203
"Tucannon River - spring Chinook salmon",2006,112.298595583639,164.531168496176,203.861447862459,257.023867817956,434.165789495101,"Snake River spring and summer Chinook",153
"Tucannon River - spring Chinook salmon",2007,109.276948005808,163.16077306444,199.645706292693,251.451512802094,412.636500858113,"Snake River spring and summer Chinook",164
"Tucannon River - spring Chinook salmon",2008,199.788261093389,333.079462656171,411.460276524278,500.239164659977,727.496711500152,"Snake River spring and summer Chinook",486
"Tucannon River - spring Chinook salmon",2009,260.831194043204,421.834230718003,515.49627410541,623.104406705941,945.024542266495,"Snake River spring and summer Chinook",604
"Tucannon River - spring Chinook salmon",2010,252.415133415738,406.604335302381,497.472583173635,604.812666557404,910.919529202743,"Snake River spring and summer Chinook",542
"Tucannon River - spring Chinook salmon",2011,273.428455497888,443.896661406472,556.207119050507,668.38119244946,1019.58695826884,"Snake River spring and summer Chinook",597
"Tucannon River - spring Chinook salmon",2012,151.32538774219,229.524308185192,286.568104201344,362.167606486432,606.758597950608,"Snake River spring and summer Chinook",234
"Tucannon River - spring Chinook salmon",2013,79.8891768870889,119.792498816169,148.502724079212,188.420336061092,302.851699340286,"Snake River spring and summer Chinook",118
"Tucannon River - spring Chinook salmon",2014,75.8693088834358,132.211137116325,168.280055084729,205.253043452533,307.366419915637,"Snake River spring and summer Chinook",213
"Tucannon River - spring Chinook salmon",2015,57.9178684439023,103.301798631612,134.463277761694,167.991468358146,252.604843415105,"Snake River spring and summer Chinook",173
"Tucannon River - spring Chinook salmon",2016,50.2307173119662,83.4918991518064,104.746635977182,127.819947231598,193.060628743471,"Snake River spring and summer Chinook",114
"Tucannon River - spring Chinook salmon",2017,25.0602565426793,40.3999195651179,50.0005904033624,62.0374106431392,99.6458675994311,"Snake River spring and summer Chinook",49
"Tucannon River - spring Chinook salmon",2018,14.0538838977044,22.7270684678908,28.6298294154263,35.1579149334615,56.3606677564149,"Snake River spring and summer Chinook",29
"Tucannon River - spring Chinook salmon",2019,6.26257156954346,10.6875458753465,14.5608864635183,19.9425375590066,36.079394927516,"Snake River spring and summer Chinook",8
"Tucannon River - spring Chinook salmon",2020,8.45462209334353,13.9108357490838,17.7864471571737,22.4447749632151,36.9749944599792,"Snake River spring and summer Chinook",17
"Tucannon River - spring Chinook salmon",2021,10.9809822567244,18.3311085555936,23.0371843810538,29.3654491026491,48.2250720139432,"Snake River spring and summer Chinook",25
"Tucannon River - spring Chinook salmon",2022,10.540387083675,21.1113834911893,28.3486557055182,37.0061865703877,60.3324525052049,"Snake River spring and summer Chinook",45
"Tucannon River - spring Chinook salmon",2023,5.25063486465837,9.1923045044785,12.8051521254026,17.7301038692529,38.0882182444861,"Snake River spring and summer Chinook",9
"Tucannon River - spring Chinook salmon",2024,3.08202530403235,7.35855618813367,11.4861870348249,18.3673747883628,47.0355224454931,"Snake River spring and summer Chinook",NA
"Tucannon River - spring Chinook salmon",2025,1.89902326781026,5.94269852374575,10.2340642708415,17.7526753072662,59.1322974052037,"Snake River spring and summer Chinook",NA
