"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"eps[1,1]",1.60498305544439,0.0411087118271535,0.960829714543761,-0.437231087869939,1.01742042275101,1.65568340954367,2.26268211727412,3.35799542703513,546.292345108151,1.00942380296135
"eps[1,2]",0.223910816261197,0.0178576620462816,1.0062943057491,-1.70419718206866,-0.46672457317939,0.231354421396136,0.908075178234704,2.24171891461153,3175.41747798162,1.00043389575244
"eps[1,3]",0.295364773177078,0.0165502614308121,0.965989972695611,-1.59944571346981,-0.362606223435321,0.285004629095371,0.963961023735134,2.16834388597756,3406.71278138726,1.00107997135265
"eps[1,4]",0.41435999651193,0.0189195432095986,1.00234418957659,-1.53147555666626,-0.272462005426677,0.419518164298821,1.1064238833789,2.38792266196308,2806.80641897537,1.0000035630439
"eps[1,5]",0.783068628943696,0.0176207703874108,0.930949263543768,-1.09075544690059,0.175876591790955,0.78497501101864,1.37789394390235,2.60117418919693,2791.27252885294,0.999330170582148
"eps[1,6]",0.652060847444409,0.0185615092094049,0.944312822826679,-1.19437014745426,-0.00040623720285281,0.651814310547299,1.29933896337781,2.46520594688568,2588.24392707749,1.00071839553736
"eps[1,7]",0.0704262097098025,0.0176246293954516,0.990337670282494,-1.87184591530298,-0.581394097524498,0.0605484440082374,0.699391357634079,2.13012120861514,3157.37823453482,1.00054568235575
"eps[1,8]",0.491740500471997,0.0156736810182309,0.909223832093519,-1.29639220679461,-0.127466130371388,0.498607788062484,1.10310504399697,2.25966714654771,3365.11269803687,0.999727014582545
"eps[1,9]",0.0486402320708872,0.0161619879524903,0.995418722143525,-1.93387438086928,-0.636876985590946,0.0573745007511661,0.737085391625808,1.99582539249723,3793.34246022437,0.999724266428082
"eps[1,10]",-0.117859542737572,0.0164215485846659,0.978738718461161,-2.01657411548953,-0.77734490117479,-0.124261778036807,0.552774518165012,1.78919189499997,3552.26469245428,1.00033175902039
"eps[1,11]",0.169235233188495,0.0152275185825492,0.944828920572026,-1.72476724530036,-0.442759937936704,0.155665916588952,0.819503921500119,1.98550665557704,3849.88786634802,1.00041854698539
"eps[1,12]",0.123016344060212,0.0148030831626789,0.927803158147871,-1.74272298855825,-0.49643431781256,0.101588621246593,0.75640888860743,1.95411008043359,3928.32431384521,0.99986180249289
"eps[1,13]",0.142517504129996,0.0160035017469154,0.971921835079604,-1.81262465915974,-0.495776229269353,0.141296100925234,0.771499038895993,2.04480613279188,3688.35432191104,0.999501074389911
"eps[1,14]",0.0329986645384912,0.0142088885592434,0.966261580564967,-1.90105992145774,-0.598995518101572,0.0467414585803922,0.692353532174706,1.84959014453889,4624.54710759769,0.999382393940071
"eps[1,15]",0.280563783190007,0.0153567253044753,0.963221078522433,-1.59050502926168,-0.378447253204291,0.300421711813952,0.92482202340878,2.1608634679452,3934.18450909911,0.999777381037153
"eps[1,16]",0.18682745259907,0.0153333217946408,1.02353736719058,-1.79226528518757,-0.495008881012533,0.200174481086081,0.878121659522729,2.19027425928737,4455.89455052354,0.99948091844877
"eps[1,17]",0.336747581056254,0.013965326438973,0.973370589517182,-1.56783029101033,-0.301410789171343,0.339409536575626,0.963888950638315,2.25344828468789,4857.96359768131,1.00071879476688
"eps[1,18]",0.0688314808406545,0.0149183757283243,0.986870814565304,-1.87797977014549,-0.586651992090758,0.0582948046050563,0.731309323740282,2.01838035654266,4376.00217395666,0.999921820606898
"eps[2,1]",1.20785418831359,0.0202856432603486,0.820482876221099,-0.475993705320087,0.681543343535199,1.23748647336904,1.72958757635675,2.74368602344719,1635.91779146226,1.00373478282363
"eps[2,2]",0.177719931693157,0.016368615967763,0.963482338388329,-1.67926037144422,-0.48129353694002,0.165163400985593,0.83178809481251,2.10068621920823,3464.68373098509,1.0005338485897
"eps[2,3]",0.0813456383396222,0.0168079104972497,0.941705233005323,-1.75707476966635,-0.571461358346328,0.0738432595892875,0.717716696660234,1.95346073588952,3139.0809403915,1.00121974867717
"eps[2,4]",0.325958265134627,0.0154277211546358,0.952485117809341,-1.55528175623331,-0.279093201730584,0.314669089160578,0.963620316536672,2.20286726515059,3811.64842738724,0.999738571378614
"eps[2,5]",0.670894424438737,0.0146911578220433,0.902377052004908,-1.13018410234667,0.0792714975014591,0.683630028174254,1.26442883577837,2.43558064311112,3772.80219719339,1.00011671709674
"eps[2,6]",0.10822117771095,0.0192219114187206,0.901546282204454,-1.6553089287063,-0.500626171979297,0.103658930933156,0.721603627195005,1.89145282459431,2199.79854508773,1.00041043775953
"eps[2,7]",0.0596611862342253,0.0165529296190404,0.964523534424519,-1.80127567624639,-0.575705428811966,0.0457783292213651,0.715174408211746,1.98452049167762,3395.28254559475,1.00001528687467
"eps[2,8]",0.470490448868505,0.0150606792132209,0.891289554741586,-1.30413331021294,-0.132851021429242,0.477628330162764,1.0667262842652,2.23642604139918,3502.2610746089,0.999567354773935
"eps[2,9]",0.0196439265507602,0.0142772546748525,0.958980069771901,-1.86966777293255,-0.628556205227523,0.0184218423495819,0.667668188846681,1.88283157600962,4511.59129454403,0.999340190882826
"eps[2,10]",0.00491609248429174,0.0144840386426179,0.915691667864131,-1.76235136518056,-0.619016943302913,0.0204300487340619,0.619366072596931,1.76598859839215,3996.86219913688,1.00074986920365
"eps[2,11]",0.289065237626999,0.0138034983908047,0.914770838622506,-1.46190826980207,-0.326849353071522,0.278361782310822,0.896291165279032,2.06681209075577,4391.83772829858,0.99942568690797
"eps[2,12]",0.332102449067477,0.0150532991319331,0.939637764094854,-1.45501214795316,-0.303911796882499,0.331395192032311,0.973428368738998,2.11403189631815,3896.34623476427,1.00010763447291
"eps[2,13]",0.00395285826191689,0.0139710976977875,0.969393624975074,-1.91200100101095,-0.664465865283553,0.00214706646648091,0.662103094706479,1.85995688056439,4814.36773063641,0.999922730817421
"eps[2,14]",-0.0921061049223151,0.0141511438514327,0.935935021823741,-1.92965576790793,-0.740945632246827,-0.0768494710560362,0.546757440311275,1.6739072910733,4374.29738911262,1.0007311915639
"eps[2,15]",0.217494780089711,0.0129910336407958,0.933562148137334,-1.60133373943225,-0.388908628115409,0.20810583909477,0.830052416338494,2.06245955364826,5164.15245001083,0.999814971305644
"eps[2,16]",0.103755809886495,0.0129841765714035,0.950084627647141,-1.73574152463832,-0.545404824047642,0.0856403004423546,0.741600079370153,2.00309426239005,5354.2143896725,1.00061450073805
"eps[2,17]",0.030457920271285,0.0159812925766651,0.96940777833762,-1.93248659277393,-0.612361321264962,0.0242110394616007,0.678449203073617,1.92346765415848,3679.50328834331,0.999334262740087
"eps[2,18]",0.067812864927153,0.0133376921142383,0.960422594663551,-1.81432196962358,-0.592509051606477,0.0897199680786915,0.711752061208041,1.93162543125885,5185.1743169583,1.00013256285722
"eps[3,1]",-0.0843865493013326,0.0332090135355155,0.88057105851714,-1.72369457613047,-0.703422640952761,-0.120734487302594,0.486047900137252,1.76415490960879,703.099622336893,1.0084243952947
"eps[3,2]",-0.0124312437132335,0.01820357991298,1.03749069577277,-2.06596302122164,-0.690027301956454,-0.00331618663310727,0.691345446243199,2.01557704155799,3248.29012586607,1.00028834575132
"eps[3,3]",1.47635127019175,0.0227491539197793,0.919470230015517,-0.511872517856144,0.921170518519625,1.53092464435939,2.11121598850689,3.1772918031619,1633.59669743412,1.00037564442789
